項目物理名,項目論理名,ドメイン物理名,ドメイン論理名,データ型,全体桁数,小数桁数,コンディション物理名,コンディション論理名,備考,登録担当者,登録日付,更新担当者,更新時間
"CHANNEL_BUNRUI","チャネル_分類","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"CHANNEL_BUNRUI_NM","チャネル_分類_名称","","","N","8","0","","","","fsol10","2011/02/09 19:06:43","fsol10","2011/02/09 19:06:43"
"CHANNEL_HENKOU_KBN","チャネル_変更_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"CHANNEL_KBN","チャネル_区分","","","X","2","0","","","","sis01","2008/04/25 12:14:23","sis01","2008/04/25 12:14:23"
"CHANNEL_KBN_NM","チャネル_区分_名称","","","N","8","0","","","","lpa00","2008/07/10 10:47:09","lpa00","2008/07/10 10:47:09"
"CHECK_KBN","チェック_区分","","","X","1","0","","","","lpa04","2009/10/06 14:11:27","lpa04","2009/10/06 14:11:27"
"CHECK_KBN_NM","チェック_区分_名称","","","N","4","0","","","","lpa04","2009/10/06 16:36:20","lpa04","2009/10/06 16:36:20"
"CLAIM_CD","クレーム_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"CLAIM_KENMEI","クレーム_件名","","","N","80","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"CLAIM_TAIOU_KANRI_HYOU_NO","クレーム_対応_管理_票_番号","","","X","7","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"CLAIM_TAIOU_KIBAN","クレーム_対応_機番","","","X","15","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"CLAIM_TAIOU_KISYU","クレーム_対応_機種","","","X","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"CLAIM_TAIOUKI_KBN","クレーム_対応機_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"CLIENT_IP","クライアント_ＩＰ","","","X","15","0","","","","lpa02","2008/08/20 15:46:07","lpa02","2008/08/20 15:46:07"
"CLIENT_NM","クライアント_名称","","","N","40","0","","","","wt02","2008/11/19 14:18:27","wt02","2008/11/19 14:18:27"
"COLM_NO","コラム_ＮＯ","","","X","3","0","","","","base00","2009/02/24 11:35:49","base00","2009/02/24 11:35:49"
"COMMANDMODE","処理モード","","","N","1","0","","","マスメン自動生成専用","fsol00","2009/11/13 09:16:14","fsol00","2009/11/13 09:16:14"
"COMP_TAISYOU_BI","比較_対象_日","","","X","8","0","","","","lpa01","2008/06/24 14:09:37","lpa01","2008/06/24 14:09:37"
"CS_HATARI_KBN","ケース_本当り_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"CS_JAN_CD","ケース_ＪＡＮ_コード","JAN_CD","JANコード","X","13","0","","","","sis01","2008/04/25 12:14:22","wt02","2009/10/30 10:03:39"
"CS_SCALE","ケース_寸法","","","N","30","0","","","","sis01","2008/04/25 12:14:22","fsol10","2008/07/15 18:00:53"
"CS_TANKA","ケース_単価","","","9","5","0","","","","sis01","2008/04/25 12:14:22","sis01","2008/04/25 12:14:22"
"CS_TANKA_ZEIKOMI","ケース_単価_税込","","","9","5","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"CS_TANKA_ZEINUKI","ケース_単価_税抜","","","9","5","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"CS_WEIGHT","ケース_重量","","","9","6","2","","","","sis01","2008/04/25 12:14:22","fsol09","2009/03/24 18:11:03"
"CSV_OUT_KANOU_KENSU","CSV_出力_可能_件数","","","9","6","0","","","","wt01","2008/06/23 12:00:08","wt01","2008/06/23 12:00:08"
"CUR_AZUKARI_TOK_CD","現在_預り_得意先_コード","","","X","7","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"CUR_GYOUSYA_CD","現在_業者_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"CUR_HIKIAGE_NAIYOU","現在_引上_内容","","","N","40","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"CUR_HOKAN_DAISU","現在_保管_台数","","","9","7","0","","","","fsol05","2009/04/14 09:47:50","fsol05","2009/04/14 09:47:50"
"CUR_KOUZA_NO","現在_口座_番号","","","X","7","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"CUR_LOCATION_CD","現在_ロケーション_コード","","","X","9","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"CUR_NO","現在_番号","","","9","12","0","","","","fsol10","2008/07/15 11:37:22","fsol10","2008/07/15 11:37:22"
"CUR_SETTI_BI","現在_設置_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"CUR_SETTI_HIKIAGE_KBN","現在_設置_引上_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"CUR_TOK_CD","現在_得意先_コード","","","X","7","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"D_UPD_APSERVER_IP","画面_更新_アプリサーバ_ＩＰ","","","N","15","0","","","","sis02","2008/04/24 15:39:44","wt01","2008/08/28 21:14:43"
"D_UPD_CLIENT_IP","画面_更新_クライアント_ＩＰ","","","N","15","0","","","","sis00","2008/04/24 15:38:35","wt01","2008/08/28 21:14:43"
"D_UPD_DATETIME","画面_更新_日時","DATETIME17","日時17","X","17","0","","","","sis00","2008/04/24 15:40:43","wt02","2009/10/30 10:04:36"
"D_UPD_PG_ID","画面_更新_プログラム_ＩＤ","","","X","8","0","","","","sis02","2008/04/24 15:38:36","wt01","2008/08/28 21:14:43"
"D_UPD_USER_ID","画面_更新_ユーザ_ＩＤ","","","X","7","0","","","","sis00","2008/04/24 15:36:48","Administrator","2008/11/18 21:55:36"
"DAIHYOU_SYA_NM","代表_者_名称","","","N","40","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAIHYOU_SYA_SIMEI","代表_者_氏名","","","N","40","0","","","","lpa00","2008/07/10 11:08:04","lpa00","2008/07/10 11:08:04"
"DAIKOU","代行","","","N","2","0","","","","sis02","2008/07/09 11:29:16","sis02","2008/07/09 11:29:16"
"DAIKOU_GOUKEI_KINGAKU","代行_合計_金額","","","9","12","0","","","","base01","2009/07/23 11:15:30","base01","2009/07/23 11:15:30"
"DAIKOU_KBN","代行_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"DAIKOU_NYUKIN_KINGAKU","代行_入金_金額","","","9","12","0","","","","base01","2009/07/23 11:16:28","base01","2009/07/23 11:16:28"
"DAIKOU_SEIKYU_KINGAKU","代行_請求_金額","","","9","12","0","","","","base01","2009/07/23 11:15:55","base01","2009/07/23 11:15:55"
"DAIKOU_SETTEI_YMD","代行_設定_年月日","YYYYMMDD","年月日8","X","8","0","","","","fsol10","2008/04/22 18:27:03","wt02","2009/10/30 10:05:21"
"DAIKOU_SINSEI_SYA_CD","代行_申請_者_コード","SYAIN_CD","社員コード","X","7","0","","","","fsol05","2008/06/13 23:23:23","wt02","2009/10/30 10:05:59"
"DAIKOU_SYA_BUSYO_CD","代行_者_部署_コード","BUSYO_CD","部署コード","X","5","0","","","","fsol10","2008/07/16 09:52:14","wt02","2009/10/30 10:06:27"
"DAIKOU_SYA_INFO","代行_者_情報","","","N","1","0","","","","fsol14","2009/02/23 18:51:25","fsol14","2009/02/23 18:51:25"
"DAIKOU_SYA_KAISYA_CD","代行_者_会社_コード","KAISYA_CD","会社コード","X","4","0","","","","fsol10","2008/07/16 09:51:53","wt02","2009/10/30 10:07:03"
"DAIKOU_SYA_SYAIN_CD","代行_者_社員_コード","SYAIN_CD","社員コード","X","7","0","","","","fsol10","2008/07/16 09:51:31","wt02","2009/10/30 10:07:32"
"DAIKOU_SYA_SYAIN_NM","代行_者_社員_名称","","","N","15","0","","","","fsol14","2008/10/06 13:54:04","fsol14","2008/10/06 13:54:40"
"DAIKOU_SYA_YAKU_CD","代行_者_役職_コード","YAKU_CD","役職コード","X","3","0","","","","fsol10","2008/07/16 09:53:00","wt02","2009/10/30 10:08:11"
"DAIKOU_SYOUNIN_SYA_CD","代行_承認_者_コード","SYAIN_CD","社員コード","X","7","0","","","","wt03","2008/08/11 09:48:17","wt02","2009/10/30 10:08:37"
"DAISU_GOUKEI","台数_合計","","","9","3","0","","","","fsol05","2009/04/14 13:07:56","fsol05","2009/04/14 13:07:56"
"DAITAI_KAKUNIN_NO","代替_確認_番号","","","X","9","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAITAI_KANRI_HYOU_NO","代替_管理_票_番号","","","X","7","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAITAI_KIBAN","代替_機番","","","X","15","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAITAI_KISYU","代替_機種","","","X","20","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAITAI_MOTO_KANRI_HYOU_NO","代替_元_管理_票_番号","","","X","7","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAITAI_MOTO_KEIYAKU_ZYOUKEN_CD","代替_元_契約_条件_コード","","","X","2","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAITAI_MOTO_KEIYAKUSYO_NO","代替_元_契約書_番号","","","X","9","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAITAI_MOTO_ZISYA_NO","代替_元_自社_番号","","","X","3","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DAITAI_SETTI_BI","代替_設置_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"DANTAI_NM","団体_名称","","","N","40","0","","","","lpa01","2008/06/02 09:48:06","lpa01","2008/06/02 09:48:06"
"DATA_KBN","データ_区分","","","X","1","0","","","","sis05","2008/07/07 14:56:01","sis05","2008/07/07 14:56:01"
"DATA_RYOUIKI_ETC","データ_領域_その他","","","N","20","0","","","","fsol10","2011/01/04 16:54:56","fsol10","2011/01/04 16:54:56"
"DATA_RYOUIKI_KOGITTE_TEGATA","データ_領域_小切手_手形","","","N","20","0","","","","fsol10","2011/01/04 16:45:28","fsol10","2011/01/04 16:45:28"
"DATA_RYOUIKI_MATTAN_HURIWAKE","データ_領域_末端_振分","","","N","20","0","","","","fsol10","2011/01/04 16:45:08","fsol10","2011/01/04 16:45:08"
"DATA_RYOUIKI_RENTAL","データ_領域_レンタル","","","N","20","0","","","","fsol10","2011/01/04 16:45:46","fsol10","2011/01/04 16:45:46"
"DATA_RYOUIKI_SHN_HANSOKU","データ_領域_商品_販促","","","N","20","0","","","","fsol10","2011/01/04 16:53:45","fsol10","2011/01/04 16:53:45"
"DATA_RYOUIKI_TABUSYO","データ_領域_他部署","","","N","20","0","","","","fsol10","2011/01/04 16:50:14","fsol10","2011/01/04 16:50:14"
"DATA_RYOUIKI_ZIBUSYO","データ_領域_自部署","","","N","20","0","","","","fsol10","2011/01/04 16:49:56","fsol10","2011/01/04 16:49:56"
"DATARI_KIN10","台当り_金額10","","","9","10","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"DEFAULT_BACK_COLOR","デフォルト_背景_色","","","N","40","0","","","","fsol10","2011/01/11 11:47:27","fsol10","2011/01/11 11:47:27"
"DEFAULT_MOZI_COLOR","デフォルト_文字_色","","","N","40","0","","","","fsol10","2011/01/11 11:48:22","fsol10","2011/01/11 11:48:22"
"DEFAULT_SYSTEM_MENTE_WEEK","デフォルト_システム_メンテナンス_週","","","X","1","0","","","","fsol09","2008/11/04 18:09:08","fsol09","2008/11/04 18:09:08"
"DEFAULT_SYSTEM_MENTE_YOUBI","デフォルト_システム_メンテナンス_曜日","","","X","1","0","","","","fsol09","2008/11/04 18:09:59","fsol09","2008/11/04 18:09:59"
"DEL","削除","","","F","0","0","","","","sis01","2008/05/12 15:16:43","sis01","2008/05/12 15:16:43"
"DEL_BI","削除_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"DEL_KBN","削除_区分","","","X","1","0","","","","fsol10","2008/04/22 09:50:33","sis02","2008/04/25 13:34:17"
"DEL_KBN_NM","削除_区分_名称","","","N","4","0","","","","lpa01","2008/08/19 13:00:57","lpa01","2008/08/19 13:00:57"
"DELZI_KANRI_BUSYO_CD","削除時_管理_部署_コード","BUSYO_CD","部署コード","X","5","0","","","","base00","2009/01/07 11:56:02","wt02","2009/10/30 10:10:14"
"DELZI_KANRI_BUSYO_NM_RYAKU","削除時_管理_部署_名称_略","","","N","20","0","","","","base00","2009/01/07 11:57:14","base00","2009/01/07 11:57:14"
"DENKIDAI_HOSOKU","電気代_補足","","","N","6","0","","","","lpa01","2008/06/11 14:56:00","lpa01","2008/06/11 14:56:00"
"DENKIDAI_KEIYAKU_KIKAN","電気代_契約_期間","","","9","2","0","","","","lpa01","2008/06/11 14:56:36","lpa01","2008/06/11 14:56:36"
"DENKIDAI_KIKAN","電気代_期間","","","9","2","0","","","","lpa01","2008/06/11 15:02:13","lpa01","2008/06/11 15:02:13"
"DENKIDAI_KINGAKU","電気代_金額","KINGAKU12","金額12","9","12","0","","","","lpa01","2008/06/11 15:00:10","wt02","2009/10/30 10:10:50"
"DENKIDAI_KOUKAI_KBN","電気代_公開_区分","","","X","1","0","","","","lpa01","2008/06/11 15:03:08","lpa01","2008/06/11 15:03:08"
"DENKIDAI_SIHA_SAKI_CD","電気代_支払_先_コード","SEKYU_SIHA_CD","請求先支払先コード","X","8","0","","","","lpa01","2008/06/11 15:03:46","wt02","2009/10/30 10:11:19"
"DENKIDAI_SIHA_SAKI_NM","電気代_支払_先_名称","","","N","40","0","","","","lpa01","2008/06/11 15:04:14","lpa01","2008/06/11 15:04:14"
"DENKIDAI_SIHA_TIMING_KBN","電気代_支払_タイミング_区分","","","X","1","0","","","","lpa01","2008/06/11 15:00:59","lpa01","2008/06/11 15:00:59"
"DENKIDAI_SIHA_ZYOUKEN_KBN","電気代_支払_条件_区分","","","X","1","0","","","","lpa01","2008/06/11 14:59:36","lpa01","2008/06/11 14:59:36"
"DENKIDAI_TOU_ENZYO_ZYOKYO","電気代_等_援助_除去","","","9","8","0","","","","base01","2008/11/10 16:45:16","base01","2008/11/10 16:45:16"
"DENKIDAI_TOU_GOUKEI","電気代_等_合計","KINGAKU12","金額12","9","12","0","","","","base02","2008/11/18 10:56:07","wt02","2009/10/30 10:49:03"
"DENKIDAI_TOU_KINGAKU","電気代_等_金額","KINGAKU8","金額8","9","8","0","","","","base01","2008/11/10 16:35:49","wt02","2009/10/30 10:49:46"
"DENKIDAI_TOU_SIEN_KINGAKU","電気代_等_支援_金額","","","9","8","0","","","","sis05","2008/07/07 15:23:19","sis05","2008/07/07 15:23:19"
"DENKIDAI_TOU_TAX","電気代_等_消費税","KINGAKU8","金額8","9","8","0","","","","base01","2008/11/19 10:55:51","wt02","2009/10/30 10:49:46"
"DENKIRYOU_GOUKEI","電気料_合計","","","9","8","0","","","","fsol07","2011/02/23 18:48:23","fsol07","2011/02/23 18:48:23"
"DENKIRYOU_IN_KBN","電気料_入力_区分","","","X","1","0","","","","fsol12","2011/03/04 18:12:36","fsol12","2011/03/04 18:12:36"
"DENKIRYOU_KINGAKU","電気料_金額","","","9","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"DENKIRYOU_TAX","電気料_消費税","","","9","8","0","","","","fsol07","2011/02/23 18:07:59","fsol07","2011/02/23 18:07:59"
"DENPYOU_BI","伝票_日","YYYYMMDD","年月日8","X","8","0","","","","sis05","2008/07/02 11:17:56","wt02","2009/10/30 10:50:25"
"DENPYOU_BI_FROM","伝票_日_ＦＲＯＭ","","","X","8","0","","","","fsol10","2011/01/11 22:07:27","fsol10","2011/01/11 22:07:27"
"DENPYOU_BI_KAGEN","伝票_日_下限","","","X","8","0","","","","fsol10","2011/01/13 16:44:41","fsol10","2011/01/13 16:44:41"
"DENPYOU_BI_TO","伝票_日_ＴＯ","","","X","8","0","","","","fsol10","2011/01/11 22:07:41","fsol10","2011/01/11 22:07:41"
"DENPYOU_BI_ZYOUGEN","伝票_日_上限","","","X","8","0","","","","fsol10","2011/01/13 16:44:56","fsol10","2011/01/13 16:44:56"
"DENPYOU_BUNRUI","伝票_分類","","","X","3","0","","","","fsol05","2010/11/15 12:46:38","fsol05","2010/11/15 12:46:48"
"DENPYOU_DEL_KBN","伝票_削除_区分","","","X","1","0","","","大同薬品工業
","fsol20","2009/02/09 15:29:26","fsol20","2009/04/09 21:25:07"
"DENPYOU_HAKKOU_KBN","伝票_発行_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"DENPYOU_HAKKOU_TM","伝票_発行_時間","","","X","6","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"DENPYOU_HIDUKE","伝票_日付","","","X","8","0","","","大同薬品工業","fsol20","2009/02/03 11:59:31","fsol20","2009/03/27 22:54:30"
"DENPYOU_HIDUKE_DUMMY","伝票_日付_ダミー","","","D","0","0","","","大同薬品工業","fsol20","2009/04/06 10:25:43","fsol20","2009/04/06 10:25:43"
"DENPYOU_IN_KBN","伝票_入力_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"DENPYOU_KBN","伝票_区分","","","X","2","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"DENPYOU_KBN_NM","伝票_区分_名称","","","N","6","0","","","大同薬品工業","fsol20","2009/02/03 13:32:25","fsol20","2009/02/21 11:13:21"
"DENPYOU_NO","伝票_番号","","","X","10","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"DENPYOU_OUT_KBN","伝票_出力_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"DENPYOU_SYUBETU_CD","伝票_種別_コード","","","X","2","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"DENSI_MONEY_KBN","電子_マネー_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:22","lpa01","2008/08/18 17:42:23"
"DEPO_CHANNEL_KBN","デポ_チャネル_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"DUMMY_ITEM","ダミー_項目","","","X","1","0","","","","fsol05","2009/07/28 21:30:19","fsol05","2009/07/28 21:30:19"
"DUMMY_OBOEGAKI_NO","ダミー_覚書_番号","","","X","19","0","","","","fsol05","2009/04/14 09:25:49","fsol05","2009/04/14 09:25:49"
"DYDO_HOKURIKU_KBN","ダイドー_北陸_区分","","","X","1","0","","","","fsol05","2009/04/14 09:51:24","fsol05","2009/04/14 09:51:24"
"DYDO_HUTAN_KBN","ダイドー_負担_区分","","","X","1","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"DYDO_TANTOU","ＤｙＤｏ_担当","","","N","20","0","","","","lpa04","2009/10/06 14:23:28","lpa04","2009/10/06 14:23:28"
"EDABAN","枝番","","","9","2","0","","","","sis02","2008/06/30 17:19:30","base00","2009/01/23 14:38:37"
"EDI_INFO","ＥＤＩ_情報","","","N","20","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"EIGYOU_TANTOU_SYA_CD_1","営業_担当_者_コード_１","SYAIN_CD","社員コード","X","7","0","","","","lpa00","2008/05/08 10:27:30","wt02","2009/10/30 10:51:41"
"EIGYOU_TANTOU_SYA_CD_2","営業_担当_者_コード_２","SYAIN_CD","社員コード","X","7","0","","","","lpa00","2008/05/08 10:28:56","wt02","2009/10/30 10:51:54"
"EIGYOU_TANTOU_SYA_NM_1","営業_担当_者_名称_１","","","N","30","0","","","","lpa01","2008/06/24 16:29:29","lpa01","2008/06/24 16:29:29"
"EIGYOU_TANTOU_SYA_NM_2","営業_担当_者_名称_２","","","N","30","0","","","","lpa01","2008/06/24 16:29:47","lpa01","2008/06/24 16:29:47"
"EIGYOUKEN_KBN","営業権_区分","","","X","1","0","","","","lpa01","2008/08/26 09:59:32","lpa01","2008/08/26 10:07:18"
"EIGYOUKEN_KBN_NM","営業権_区分_名称","","","N","10","0","","","","fsol05","2009/04/14 09:30:16","fsol05","2009/04/14 09:30:16"
"EIGYOUSYO_CD","営業所_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"EIGYOUSYO_GOUKEI_KENSU","営業所_合計_件数","","","9","8","0","","","","sis02","2008/07/09 11:27:58","base00","2008/11/11 17:16:17"
"EIGYOUSYO_GOUKEI_KINGAKU","営業所_合計_金額","KINGAKU12","金額12","9","12","0","","","","sis05","2008/07/02 10:26:48","wt02","2009/10/30 10:52:34"
"EIGYOUSYO_HIHYOUZI_KBN","営業所_非表示_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"EIGYOUSYO_KBN","営業所_区分","","","X","2","0","","","","sis01","2008/04/25 12:14:23","fsol10","2008/07/16 14:03:28"
"EIGYOUSYO_SIYOU_KBN","営業所_使用_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"EIGYOUSYO_SIYOU_KBN_NM","営業所_使用_区分_名称","","","N","6","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"EIGYOUSYO_ZYOGAI_KBN","営業所_除外_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"END_DENPYOU_NO","終了_伝票_番号","","","X","8","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
