エンティティ物理名,エンティティ論理名,インデックス物理名,インデックス論理名,インデックスタイプID,エンティティ項目物理名,エンティティ項目論理名,項目順序,登録担当者,登録日付,更新担当者,更新時間
"ZM_SYOUNIN_ROUTE","承認ルートマスタ","XPKZM_SYOUNIN_ROUTE","XPK承認ルートマスタ","PK","SYOUNIN_ROUTE_NO","承認_ルート_番号","2","fsol10","2008/07/15 18:49:04","fsol09","2009/03/23 20:33:22"
"ZM_SYOUNIN_ROUTE_KAISOU","承認ルート回送マスタ","XPKZM_SYOUNIN_ROUTE_KAISOU","XPK承認ルート回送マスタ","PK","KAISYA_CD","会社_コード","1","fsol10","2008/07/16 09:22:45","fsol09","2009/03/24 19:11:43"
"ZM_SYOUNIN_ROUTE_KAISOU","承認ルート回送マスタ","XPKZM_SYOUNIN_ROUTE_KAISOU","XPK承認ルート回送マスタ","PK","SYOUNIN_ROUTE_NO","承認_ルート_番号","2","fsol10","2008/07/16 09:22:45","fsol09","2009/03/24 19:11:43"
"ZM_SYOUNIN_ROUTE_KAISOU","承認ルート回送マスタ","XPKZM_SYOUNIN_ROUTE_KAISOU","XPK承認ルート回送マスタ","PK","KAISOU_ROUTE_SORT","回送_ルート_順番","3","fsol10","2008/07/16 09:49:26","fsol09","2009/03/24 19:11:43"
"ZM_SYSTEM","システムマスタ","XPK1ZM_SYSTEM","XPK1システムマスタ","PK","KBN_1","区分_１","1","fsol10","2008/07/15 10:13:00","fsol10","2009/01/22 21:07:01"
"ZM_SYSTEM","システムマスタ","XPK1ZM_SYSTEM","XPK1システムマスタ","PK","KBN_2","区分_２","2","fsol10","2008/07/15 10:13:00","fsol10","2009/01/22 21:07:01"
"ZM_TOK","得意先マスタ","PK_ZM_TOK","PK得意先マスタ","PK","TOK_CD","得意先_コード","1","lpa01","2008/08/18 19:30:21","fsol05","2010/10/01 13:25:44"
"ZM_TOK","得意先マスタ","IX_ZM_TOK01","IX得意先マスタ01","IE","KANRI_BUSYO_CD","管理_部署_コード","1","fsol07","2009/06/04 23:33:56","fsol07","2009/06/04 23:33:56"
"ZM_TOK","得意先マスタ","IX_ZM_TOK02","IX得意先マスタ02","IE","SEIKYU_SAKI_CD","請求_先_コード","1","fsol07","2009/06/04 23:35:44","fsol07","2009/06/04 23:35:44"
"ZM_TOK_PST","得意先マスタ_過去","PK_ZM_TOK_PST","PK得意先マスタ_過去","PK","TOK_CD","得意先_コード","1","lpa01","2008/08/19 10:25:19","fsol05","2010/04/06 15:56:20"
"ZM_TOK_PST","得意先マスタ_過去","PK_ZM_TOK_PST","PK得意先マスタ_過去","PK","TEKIYOU_START_BI","適用_開始_日","2","lpa01","2008/08/19 10:25:19","fsol05","2010/04/06 15:56:20"
"ZM_TOK_PST","得意先マスタ_過去","IX_ZM_TOK_PST01","IX得意先マスタ_過去01","IE","KANRI_BUSYO_CD","管理_部署_コード","1","fsol07","2009/06/04 23:45:43","fsol07","2009/06/04 23:45:43"
"ZM_TOK_PST","得意先マスタ_過去","IX_ZM_TOK_PST01","IX得意先マスタ_過去01","IE","TEKIYOU_START_BI","適用_開始_日","2","fsol07","2009/06/04 23:45:43","fsol07","2009/06/04 23:45:43"
"ZM_TOK_PST","得意先マスタ_過去","IX_ZM_TOK_PST01","IX得意先マスタ_過去01","IE","TEKIYOU_END_BI","適用_終了_日","3","fsol07","2009/06/04 23:45:43","fsol07","2009/06/04 23:45:43"
"ZM_TORIHIKI_ZKN","取引条件マスタ","XPKZM_TORIHIKI_ZYOUKEN","XPK取引条件マスタ","PK","BUSYO_CD","部署_コード","1","fsol10","2008/07/15 16:24:14","fsol14","2009/12/10 16:20:56"
"ZM_TORIHIKI_ZKN","取引条件マスタ","XPKZM_TORIHIKI_ZYOUKEN","XPK取引条件マスタ","PK","TORIHIKI_ZYOUKEN_CD","取引_条件_コード","2","fsol10","2009/01/27 14:12:56","fsol14","2009/12/10 16:20:56"
"ZM_TORIHIKI_ZKN_CHANNEL","取引条件チャネル選択情報マスタ","XPKZM_TORIHIKI_ZYOUKEN_CHANNEL","XPK取引条件チャネル選択情報マスタ","PK","BUSYO_CD","部署_コード","1","fsol10","2008/07/15 14:21:48","fsol14","2009/12/10 16:21:06"
"ZM_TORIHIKI_ZKN_CHANNEL","取引条件チャネル選択情報マスタ","XPKZM_TORIHIKI_ZYOUKEN_CHANNEL","XPK取引条件チャネル選択情報マスタ","PK","TORIHIKI_ZYOUKEN_CD","取引_条件_コード","2","fsol10","2009/01/27 13:48:25","fsol14","2009/12/10 16:21:06"
"ZM_TORIHIKI_ZKN_CHANNEL","取引条件チャネル選択情報マスタ","XPKZM_TORIHIKI_ZYOUKEN_CHANNEL","XPK取引条件チャネル選択情報マスタ","PK","CHANNEL_KBN","チャネル_区分","3","fsol10","2008/07/15 14:21:48","fsol14","2009/12/10 16:21:06"
"ZM_TORIHIKI_ZKN_LOG","取引条件マスタ_ログ","XPKZM_TORIHIKI_ZYOUKEN_LOG","XPK取引条件マスタ_ログ","PK","SEQ_NO","順序_番号","1","fsol10","2008/07/15 16:28:40","fsol09","2009/03/24 19:14:08"
"ZM_TOUITU_ZKN","統一条件マスタ","XPKZM_TOUITUZYOUKEN","XPK統一条件マスタ","PK","KOUIKI_KIGYOU_CD","広域_企業_コード","1","lpa00","2008/05/08 10:59:39","lpa01","2008/10/23 11:03:00"
"ZM_TOUITU_ZKN","統一条件マスタ","XPKZM_TOUITUZYOUKEN","XPK統一条件マスタ","PK","TOUITU_ZYOUKEN_NO","統一_条件_番号","2","lpa00","2008/05/08 10:59:39","lpa01","2008/10/23 11:03:00"
"ZM_TYOKU_NEBIKI","直販累進値引マスタ","XPKZM_CYOKUNEBI","XPK直販累進値引マスタ","PK","NEBIKI_NO","値引_番号","1","fsol10","2008/07/16 10:14:23","fsol10","2008/09/30 10:53:29"
"ZM_WF_SINSEI_BUNRUI","WF申請分類マスタ","XPKZM_WFSINSEIBUNRUI","XPKWF申請分類マスタ","PK","SINSEI_BUNRUI_CD","申請_分類_コード","1","fsol05","2008/06/24 14:39:04","fsol05","2009/01/16 20:28:23"
"ZM_WF_SINSEI_SYUBETU","WF申請種別マスタ","XPKZM_WF_SINSEI_SYUBETU","XPKWF申請種別マスタ","PK","SINSEI_SYUBETU_CD","申請_種別_コード","1","wt03","2008/08/08 11:42:40","base03","2009/07/16 15:11:28"
"ZM_YAKUSYOKU","役職マスタ","XPKZM_YAKUSYOKU","XPK役職マスタ","PK","KAISYA_CD","会社_コード","1","fsol10","2008/07/16 11:08:13","fsol09","2009/03/24 19:14:38"
"ZM_YAKUSYOKU","役職マスタ","XPKZM_YAKUSYOKU","XPK役職マスタ","PK","YAKU_CD","役職_コード","2","fsol10","2008/07/16 11:08:13","fsol09","2009/03/24 19:14:38"
"ZT_BAIKA_URI_RUI","売価別売上データ_累積","XPKZT_BAIKA_URI_RUISEKI","XPK売価別売上累積データ","PK","SIME_YMD","締_年月日","1","base09","2008/12/05 20:05:12","fsol05","2010/04/06 16:04:39"
"ZT_BAIKA_URI_RUI","売価別売上データ_累積","XPKZT_BAIKA_URI_RUISEKI","XPK売価別売上累積データ","PK","TOK_CD","得意先_コード","2","base09","2008/12/05 20:05:12","fsol05","2010/04/06 16:04:39"
"ZT_BAIKA_URI_RUI","売価別売上データ_累積","XPKZT_BAIKA_URI_RUISEKI","XPK売価別売上累積データ","PK","BAIKA","売価","3","sis05","2008/07/09 15:53:45","fsol05","2010/04/06 16:04:39"
"ZT_DAIKOU_KANRI_TYOU","代行管理帳データ","XPKZT_DAIKOU_KANRI_TYOU","XPK代行管理帳データ","PK","SIME_YMD","締_年月日","1","base08","2008/12/05 15:42:09","fsol12","2011/03/10 13:06:55"
"ZT_DAIKOU_KANRI_TYOU","代行管理帳データ","XPKZT_DAIKOU_KANRI_TYOU","XPK代行管理帳データ","PK","TOK_CD","得意先_コード","2","base08","2008/12/05 15:42:09","fsol12","2011/03/10 13:06:55"
"ZT_DAIKOU_KANRI_TYOU","代行管理帳データ","XPKZT_DAIKOU_KANRI_TYOU","XPK代行管理帳データ","PK","LOCATION_CD","ロケーション_コード","3","sis05","2008/07/09 15:54:22","fsol12","2011/03/10 13:06:55"
"ZT_DAIKOU_KANRI_TYOU","代行管理帳データ","XPKZT_DAIKOU_KANRI_TYOU","XPK代行管理帳データ","PK","TEKIYOU","摘要","4","base08","2008/12/05 15:42:09","fsol12","2011/03/10 13:06:55"
"ZT_DAIKOU_KANRI_TYOU","代行管理帳データ","XPKZT_DAIKOU_KANRI_TYOU","XPK代行管理帳データ","PK","SOUKATU_SAKI_CD","総括_先_コード","5","base01","2009/10/01 19:43:20","fsol12","2011/03/10 13:06:55"
"ZT_DAIKOU_KANRI_TYOU","代行管理帳データ","XPKZT_DAIKOU_KANRI_TYOU","XPK代行管理帳データ","PK","DENPYOU_NO","伝票_番号","6","fsol12","2010/12/15 19:22:18","fsol12","2011/03/10 13:06:55"
"ZT_DENPYOU_URI","伝票別売上データ","PK_ZT_DENPYOU_URI","PK伝票別売上データ","PK","DENPYOU_BI","伝票_日","1","sis05","2008/07/09 15:54:41","fsol05","2010/04/06 16:05:15"
"ZT_DENPYOU_URI","伝票別売上データ","PK_ZT_DENPYOU_URI","PK伝票別売上データ","PK","TOK_CD","得意先_コード","2","base09","2008/12/05 15:41:00","fsol05","2010/04/06 16:05:15"
"ZT_DENPYOU_URI","伝票別売上データ","PK_ZT_DENPYOU_URI","PK伝票別売上データ","PK","SIME_YMD","締_年月日","3","base01","2009/07/23 10:40:33","fsol05","2010/04/06 16:05:15"
"ZT_DENPYOU_URI","伝票別売上データ","IX_ZT_DENPYOU_URI01","IX伝票別売上データ01","IE","TOK_CD","得意先_コード","1","base00","2009/07/28 19:54:35","base00","2009/07/28 19:54:35"
"ZT_DENPYOU_URI","伝票別売上データ","IX_ZT_DENPYOU_URI01","IX伝票別売上データ01","IE","SIME_YMD","締_年月日","2","base00","2009/07/28 19:54:35","base00","2009/07/28 19:54:35"
"ZT_FO_HURIKOMI","フルオペ振込抽出データ","XPKZT_FO_HURIKOMI","XPKフルオペ振込抽出データ","PK","KAISYA_CD","会社_コード","1","base01","2008/12/02 13:17:52","base00","2009/06/15 11:12:07"
"ZT_FO_HURIKOMI","フルオペ振込抽出データ","XPKZT_FO_HURIKOMI","XPKフルオペ振込抽出データ","PK","SIHA_YOTEI_BI","支払_予定_日","2","base01","2008/12/02 13:17:52","base00","2009/06/15 11:12:07"
"ZT_FO_HURIKOMI","フルオペ振込抽出データ","XPKZT_FO_HURIKOMI","XPKフルオペ振込抽出データ","PK","HURIKOMI_MOTO_GINKOU_CD","振込_元_銀行_コード","3","base01","2008/12/02 13:17:52","base00","2009/06/15 11:12:07"
"ZT_FO_HURIKOMI","フルオペ振込抽出データ","XPKZT_FO_HURIKOMI","XPKフルオペ振込抽出データ","PK","HURIKOMI_MOTO_SITEN_CD","振込_元_支店_コード","4","base01","2008/12/02 13:17:52","base00","2009/06/15 11:12:07"
"ZT_FO_HURIKOMI","フルオペ振込抽出データ","XPKZT_FO_HURIKOMI","XPKフルオペ振込抽出データ","PK","HURIKOMI_MOTO_KOUZA_NO","振込_元_口座_番号","5","base01","2008/12/02 13:17:52","base00","2009/06/15 11:12:07"
"ZT_FO_HURIKOMI","フルオペ振込抽出データ","XPKZT_FO_HURIKOMI","XPKフルオペ振込抽出データ","PK","SIHA_SAKI_CD","支払_先_コード","6","base01","2008/12/02 13:17:52","base00","2009/06/15 11:12:07"
"ZT_FO_KOUZA_TEISI_HENKOU","フルオペ口座停止変更データ","XPKZT_FO_KOUZA_TEISI_HENKOU","XPKフルオペ口座停止変更データ","PK","SINSEI_NO","申請_番号","1","base00","2009/01/22 23:03:22","base03","2009/07/16 16:02:48"
"ZT_FO_KOUZA_TEISI_HENKOU","フルオペ口座停止変更データ","XPKZT_FO_KOUZA_TEISI_HENKOU","XPKフルオペ口座停止変更データ","PK","MEI_NO","明細_番号","2","base00","2009/01/22 23:03:22","base03","2009/07/16 16:02:48"
"ZT_FO_SIHA_SYORI_TUTISYO","フルオペ支払処理通知書データ","XPKZT_FO_SIHA_SYORI_TUTISYO","XPKフルオペ支払処理通知書データ","PK","BUSYO_CD","部署_コード","1","base00","2009/03/26 13:17:01","fsol06","2009/08/05 17:51:28"
"ZT_FO_SIHA_SYORI_TUTISYO","フルオペ支払処理通知書データ","XPKZT_FO_SIHA_SYORI_TUTISYO","XPKフルオペ支払処理通知書データ","PK","SIHA_SIME_YMD","支払_締_年月日","2","base00","2009/03/26 13:17:01","fsol06","2009/08/05 17:51:28"
"ZT_FO_SIHA_SYORI_TUTISYO","フルオペ支払処理通知書データ","XPKZT_FO_SIHA_SYORI_TUTISYO","XPKフルオペ支払処理通知書データ","PK","LOCATION_CD","ロケーション_コード","3","base00","2009/03/26 13:17:01","fsol06","2009/08/05 17:51:28"
"ZT_FO_SIHA_SYORI_TUTISYO","フルオペ支払処理通知書データ","XPKZT_FO_SIHA_SYORI_TUTISYO","XPKフルオペ支払処理通知書データ","PK","REBATE_MEI_NO","リベート_明細_番号","4","base00","2009/03/26 13:17:01","fsol06","2009/08/05 17:51:28"
"ZT_FO_TESURYOU_CALC","フルオペ手数料計算データ","XPKZT_FO_TESURYOU_CALC","XPKフルオペ手数料計算データ","PK","SIME_YMD","締_年月日","1","base08","2008/12/12 17:24:51","fsol12","2011/03/10 13:07:48"
"ZT_FO_TESURYOU_CALC","フルオペ手数料計算データ","XPKZT_FO_TESURYOU_CALC","XPKフルオペ手数料計算データ","PK","LOCATION_CD","ロケーション_コード","2","sis05","2008/07/09 15:55:02","fsol12","2011/03/10 13:07:48"
"ZT_FO_TESURYOU_CALC","フルオペ手数料計算データ","XPKZT_FO_TESURYOU_CALC","XPKフルオペ手数料計算データ","PK","REBATE_MEI_NO","リベート_明細_番号","3","sis02","2008/07/30 13:54:02","fsol12","2011/03/10 13:07:48"
"ZT_FO_TESURYOU_CALC","フルオペ手数料計算データ","IX_ZT_FO_TESURYOU_CALC01","IXフルオペ手数料計算データ01","IE","SIHA_SAKI_CD","支払_先_コード","1","fsol07","2010/04/28 13:24:27","fsol07","2010/04/28 13:24:27"
"ZT_FO_TESURYOU_CALC","フルオペ手数料計算データ","IX_ZT_FO_TESURYOU_CALC01","IXフルオペ手数料計算データ01","IE","SIME_YMD","締_年月日","2","fsol07","2010/04/28 13:24:27","fsol07","2010/04/28 13:24:27"
"ZT_G1_FO_SIHA_HED","G1フルオペ支払データ_ヘッダ","XPKZT_G1_FO_HENKOU","XPKG1フルオペ変更データ","PK","SINSEI_NO","申請_番号","1","base01","2008/11/10 10:11:48","base03","2009/07/16 14:11:14"
"ZT_G1_FO_SIHA_MEI","G1フルオペ支払データ_明細","XPKZT_G1_FO_SIHA_MEI","XPKＧ１フルオペ支払データ_明細","PK","SINSEI_NO","申請_番号","1","base01","2008/11/10 10:12:59","base00","2009/05/12 18:00:43"
"ZT_G1_FO_SIHA_MEI","G1フルオペ支払データ_明細","XPKZT_G1_FO_SIHA_MEI","XPKＧ１フルオペ支払データ_明細","PK","MEI_NO","明細_番号","2","base01","2008/11/10 11:26:17","base00","2009/05/12 18:00:43"
"ZT_G2_FO_SIHA_BUSYO_MEI","G2フルオペ支払_部署_明細","XPKZT_G2_FO_SIHA_BUSYO_MEI","XPKG2フルオペ支払_部署_明細","PK","SINSEI_NO","申請_番号","1","base09","2008/12/08 13:38:08","base03","2009/07/16 14:23:56"
"ZT_G2_FO_SIHA_BUSYO_MEI","G2フルオペ支払_部署_明細","XPKZT_G2_FO_SIHA_BUSYO_MEI","XPKG2フルオペ支払_部署_明細","PK","BUSYO_CD","部署_コード","2","base09","2008/12/08 13:38:08","base03","2009/07/16 14:23:56"
"ZT_G2_KAIKEI_REN_HED","G2会計連携テーブル_ヘッダ","XPKZT_G2_KAIKEI_RENKEI_MAIN_TBL","XPKG2会計連携メインテーブル","PK","SINSEI_NO","申請_番号","1","sis05","2008/07/09 15:56:06","base03","2009/07/16 14:33:36"
"ZT_G2_KAIKEI_REN_MEI1","G2会計連携テーブル_明細1","IX_ZT_G2_KAIKEI_REN_MEI101","IX_ZT_G2_KAIKEI_REN_MEI101","IE","SINSEI_NO","申請_番号","1","fsol14","2010/08/20 13:11:25","fsol14","2010/08/20 13:11:25"
"ZT_G2_KAIKEI_REN_MEI1","G2会計連携テーブル_明細1","IX_ZT_G2_KAIKEI_REN_MEI101","IX_ZT_G2_KAIKEI_REN_MEI101","IE","SIHA_SAKI_CD","支払_先_コード","2","fsol14","2010/08/20 13:11:25","fsol14","2010/08/20 13:11:25"
"ZT_G2_KAIKEI_REN_MEI1","G2会計連携テーブル_明細1","XPKZT_G2_KAIKEI_RENKEI_MEI_TBL_1","XPKG2会計連携データ明細テーブル１","PK","SINSEI_NO","申請_番号","1","sis05","2008/07/09 15:56:22","base00","2009/06/16 19:34:56"
"ZT_G2_KAIKEI_REN_MEI1","G2会計連携テーブル_明細1","XPKZT_G2_KAIKEI_RENKEI_MEI_TBL_1","XPKG2会計連携データ明細テーブル１","PK","MEI_NO_1","明細_番号_１","2","sis05","2008/07/09 15:56:22","base00","2009/06/16 19:34:56"
"ZT_G2_KAIKEI_REN_MEI2","G2会計連携テーブル_明細2","XPKZT_G2_KAIKEI_RENKEI_MEI_TBL_2","XPKG2会計連携データ明細テーブル２","PK","SINSEI_NO","申請_番号","1","sis05","2008/07/09 15:56:39","base00","2009/07/14 14:51:56"
"ZT_G2_KAIKEI_REN_MEI2","G2会計連携テーブル_明細2","XPKZT_G2_KAIKEI_RENKEI_MEI_TBL_2","XPKG2会計連携データ明細テーブル２","PK","MEI_NO_1","明細_番号_１","2","sis05","2008/07/09 15:56:39","base00","2009/07/14 14:51:56"
"ZT_G2_KAIKEI_REN_MEI2","G2会計連携テーブル_明細2","XPKZT_G2_KAIKEI_RENKEI_MEI_TBL_2","XPKG2会計連携データ明細テーブル２","PK","MEI_NO_2","明細_番号_２","3","sis05","2008/07/09 15:56:39","base00","2009/07/14 14:51:56"
"ZT_GENERAL_CSV_PTN","汎用CSV検索パターンテーブル","XPKZT_GENERAL_CSV_PTN","XPK汎用CSV検索パターンテーブル","PK","BUSYO_CD","部署_コード","1","wt01","2008/07/29 14:40:56","wt04","2009/03/23 10:18:32"
"ZT_GENERAL_CSV_PTN","汎用CSV検索パターンテーブル","XPKZT_GENERAL_CSV_PTN","XPK汎用CSV検索パターンテーブル","PK","SEARCH_PTN_NO","検索_パターン_番号","2","wt01","2008/07/29 14:40:56","wt04","2009/03/23 10:18:32"
"ZT_GENERAL_CSV_PTN_SYO","汎用CSV検索パターン詳細テーブル","XPKZT_GENERAL_CSV_PTN_SYO","XPK汎用CSV検索パターン詳細テーブル","PK","BUSYO_CD","部署_コード","1","wt01","2008/07/29 14:54:37","wt04","2009/03/23 10:26:09"
"ZT_GENERAL_CSV_PTN_SYO","汎用CSV検索パターン詳細テーブル","XPKZT_GENERAL_CSV_PTN_SYO","XPK汎用CSV検索パターン詳細テーブル","PK","SEARCH_PTN_NO","検索_パターン_番号","2","wt01","2008/07/29 14:54:37","wt04","2009/03/23 10:26:09"
"ZT_GENERAL_CSV_PTN_SYO","汎用CSV検索パターン詳細テーブル","XPKZT_GENERAL_CSV_PTN_SYO","XPK汎用CSV検索パターン詳細テーブル","PK","SEARCH_PTN_MEI_NO","検索_パターン_明細_番号","3","wt01","2008/07/29 14:54:37","wt04","2009/03/23 10:26:09"
"ZT_HG_KAIKEI_REN_HED","振込抽出後会計連携テーブル_ヘッダ","XPKZT_HT_KAIKEI_RENKEI_HED","XPK振込抽出後会計連携ヘッダテーブル","PK","KAIKEI_RENKEI_YOU_SEQNO","会計_連携_用_シーケンスＮＯ","1","base08","2008/12/05 16:50:23","base00","2009/07/08 13:37:38"
"ZT_HG_KAIKEI_REN_MEI1","振込抽出後会計連携テーブル_明細1","XPKZT_HT_KAIKEI_RENKEI_MEI1","XPK振込抽出後会計連携明細テーブル１","PK","KAIKEI_RENKEI_YOU_SEQNO","会計_連携_用_シーケンスＮＯ","1","base08","2008/12/05 16:51:02","base03","2009/07/16 17:09:43"
"ZT_HG_KAIKEI_REN_MEI1","振込抽出後会計連携テーブル_明細1","XPKZT_HT_KAIKEI_RENKEI_MEI1","XPK振込抽出後会計連携明細テーブル１","PK","HURIKOMI_SAKI_GINKOU_CD","振込_先_銀行_コード","2","base14","2009/02/24 13:04:54","base03","2009/07/16 17:09:43"
"ZT_HG_KAIKEI_REN_MEI1","振込抽出後会計連携テーブル_明細1","XPKZT_HT_KAIKEI_RENKEI_MEI1","XPK振込抽出後会計連携明細テーブル１","PK","HURIKOMI_SAKI_SITEN_CD","振込_先_支店_コード","3","base14","2009/02/24 13:04:54","base03","2009/07/16 17:09:43"
"ZT_HG_KAIKEI_REN_MEI1","振込抽出後会計連携テーブル_明細1","XPKZT_HT_KAIKEI_RENKEI_MEI1","XPK振込抽出後会計連携明細テーブル１","PK","HURIKOMI_SAKI_KOUZA_SYUBETU","振込_先_口座_種別","4","base14","2009/02/24 13:04:54","base03","2009/07/16 17:09:43"
"ZT_HG_KAIKEI_REN_MEI1","振込抽出後会計連携テーブル_明細1","XPKZT_HT_KAIKEI_RENKEI_MEI1","XPK振込抽出後会計連携明細テーブル１","PK","HURIKOMI_SAKI_KOUZA_NO","振込_先_口座_番号","5","base14","2009/02/24 13:04:54","base03","2009/07/16 17:09:43"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","KAIKEI_RENKEI_YOU_SEQNO","会計_連携_用_シーケンスＮＯ","1","base08","2008/12/05 19:17:27","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","HURIKOMI_SAKI_GINKOU_CD","振込_先_銀行_コード","2","base14","2009/02/24 11:59:41","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","HURIKOMI_SAKI_SITEN_CD","振込_先_支店_コード","3","base14","2009/02/24 11:59:41","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","HURIKOMI_SAKI_KOUZA_SYUBETU","振込_先_口座_種別","4","base14","2009/02/24 11:59:41","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","HURIKOMI_SAKI_KOUZA_NO","振込_先_口座_番号","5","base14","2009/02/24 11:59:41","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","SIHA_SAKI_CD","支払_先_コード","6","base08","2008/12/05 19:43:13","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","SINSEI_BUSYO_CD","申請_部署_コード","7","fsol07","2010/06/10 13:24:45","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","KAISYA_CD","会社_コード","8","fsol07","2010/06/10 13:24:45","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI2","振込抽出後会計連携テーブル_明細2","XPKZT_HT_KAIKEI_RENKEI_MEI2","XPK振込抽出後会計連携明細テーブル2","PK","TEISI_KBN","停止_区分","9","fsol07","2010/06/10 13:24:45","fsol07","2010/06/10 13:24:45"
"ZT_HG_KAIKEI_REN_MEI3","振込抽出後会計連携テーブル_明細3","XPKZT_HT_KAIKEI_RENKEI_MEI3","XPK振込抽出後会計連携明細テーブル3","PK","KAIKEI_RENKEI_YOU_SEQNO","会計_連携_用_シーケンスＮＯ","1","base08","2008/12/05 19:53:33","fsol07","2010/06/10 13:25:46"
