コードID,項目順序,表示幅,項目名,キー値順序,名称値順序,検索順序,検索タイプ,ソート順序,開始キー,コントロールID,コントロール名,属性ID,コンディションID,コンディション名,フォーマットID,IMEモードID,IMEモード名,作成者ID,作成日付,更新者ID,更新日付
"TC作業明細マスタ01","3","50","業者_コード","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 15:34:43","fsol05","2010/02/02 19:34:10"
"部品履歴コードビュー01","1","140","部品コード","1","1","1","1","1","","TXT","テキストボックス","SC","","","00","2","オフ","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","2","320","部品名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","0","なし","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","3","20","部品_種類_コード","0","0","3","20","2","","CMB","コンボボックス","SN5","COD_BUHIN_SYURUI_CD01","部品種類コード01","00","0","","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","4","100","部品種類","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","5","80","単価","0","4","0","0","0","","","","","","","12","0","","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","6","90","仕入先コード","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","7","400","仕入先名称","0","6","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","8","10","修理_整備_区分","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","9","50","業者_コード","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部品履歴コードビュー01","10","200","機種","0","0","4","1","0","","TXT","テキストボックス","SC","","","00","2","オフ","fsol14","2009/04/20 13:08:16","fsol14","2009/09/25 14:28:34"
"部署コードビュー04","1","63","部署コード","1","3","5","1","2","","TXT","テキストボックス","SB","","","00","2","オフ","fsol14","2009/04/20 15:48:57","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","2","122","部署名","0","4","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","fsol14","2009/04/20 15:48:57","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","3","0","部署区分","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/23 15:11:29","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","4","103","部署グループコード","0","1","3","1","0","","TXT","テキストボックス","SB","","","00","2","オフ","fsol14","2009/04/20 15:48:57","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","5","122","部署グループ名","0","2","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","fsol14","2009/04/20 15:48:57","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","6","63","会社コード","0","5","1","1","0","","TXT","テキストボックス","SB","","","00","2","オフ","fsol14","2009/04/20 15:48:57","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","7","122","会社名","0","6","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","fsol14","2009/04/20 15:48:57","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","8","60","出力番号","0","7","0","0","1","","","","","","","00","0","","fsol14","2009/04/20 15:48:57","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","9","600","部署_名称","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/23 15:11:29","fsol05","2010/02/02 19:31:16"
"部署コードビュー04","10","10","リスト_非表示_区分","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/07/27 14:06:56","fsol05","2010/02/02 19:31:16"
"クレームコードビュー01","1","70","ｸﾚｰﾑｺｰﾄﾞ","1","1","0","0","1","","","","","","","00","0","","fsol14","2009/04/20 13:28:22","fsol14","2009/09/25 14:33:04"
"クレームコードビュー01","2","630","クレーム件名","0","2","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:28:22","fsol14","2009/09/25 14:33:04"
"クレームコードビュー01","3","10","","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:28:22","fsol14","2009/09/25 14:33:04"
"クレームコードビュー01","4","60","終了区分","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:28:22","fsol14","2009/09/25 14:33:04"
"クレームコードビュー01","5","100","対応期間(開始)","0","4","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:28:22","fsol14","2009/09/25 14:33:04"
"クレームコードビュー01","6","100","対応期間(終了)","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:28:22","fsol14","2009/09/25 14:33:04"
"ダミーコードビュー01","1","10","ダミー_項目","1","1","0","0","0","","","","","","","00","0","","fsol05","2009/07/28 21:31:16","fsol14","2009/09/25 15:32:59"
"原因特定コードビュー01","1","90","原因特定区分","0","1","0","0","1","","","","","","","00","0","","fsol14","2009/04/20 13:26:50","fsol14","2009/09/25 14:32:36"
"原因特定コードビュー01","2","270","原因特定区分名","0","2","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:26:50","fsol14","2009/09/25 14:32:36"
"原因特定コードビュー01","3","90","原因特定ｺｰﾄﾞ","1","3","0","0","2","","","","","","","00","0","","fsol14","2009/04/20 13:26:50","fsol14","2009/09/25 14:32:36"
"原因特定コードビュー01","4","270","位置","0","4","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:26:50","fsol14","2009/09/25 14:32:36"
"原因コードビュー01","1","70","原因区分","0","1","0","0","1","","","","","","","00","0","","fsol14","2009/04/20 13:13:57","fsol14","2009/09/25 14:31:30"
"原因コードビュー01","2","270","原因区分名","0","2","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:13:57","fsol14","2009/09/25 14:31:30"
"原因コードビュー01","3","70","原因コード","1","3","0","0","2","","","","","","","00","0","","fsol14","2009/04/20 13:13:57","fsol14","2009/09/25 14:31:30"
"原因コードビュー01","4","200","原因名１","0","4","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:13:57","fsol14","2009/09/25 14:31:30"
"原因コードビュー01","5","130","原因名２","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:13:57","fsol14","2009/09/25 14:31:30"
"銀行支店コードビュー02","1","70","銀行コード","1","1","2","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol05","2010/01/21 13:51:41","lpa00","2010/03/17 15:07:54"
"銀行支店コードビュー02","2","90","銀行支店コード","2","2","4","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol05","2010/01/21 13:51:42","lpa00","2010/03/17 15:07:54"
"銀行支店コードビュー02","3","300","銀行名","0","3","1","3","0","","TXT","テキストボックス","SN5","","","00","2","オフ","fsol05","2010/01/21 13:51:42","lpa00","2010/03/17 15:07:54"
"銀行支店コードビュー02","4","300","銀行支店名","0","4","3","3","0","","TXT","テキストボックス","SN5","","","00","2","オフ","fsol05","2010/01/21 13:51:42","lpa00","2010/03/17 15:07:55"
"業者コードビュー01","1","70","業者コード","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol14","2009/04/20 10:10:12","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","2","270","業者名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","0","なし","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","3","80","郵便番号","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","4","270","住所１","0","4","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","5","270","住所２","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","6","270","住所３","0","6","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","7","130","電話番号","0","7","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","8","40","設置","0","8","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","9","40","整備","0","9","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","10","40","修理","0","10","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","11","40","廃棄","0","11","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","12","50","メーカー","0","12","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","13","50","保管先","0","13","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","14","40","運送","0","14","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","15","40","収運","0","15","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","16","40","処分","0","16","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","17","40","支払_明細書_送付_先_コード","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","18","10","ＴＣ_区分","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー01","19","50","部署_コード","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:10:13","fsol05","2010/02/02 19:27:52"
"業者コードビュー02","1","70","業者コード","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","2","270","業者名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","0","なし","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","3","80","郵便番号","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","4","270","住所１","0","4","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","5","270","住所２","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","6","270","住所３","0","6","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","7","130","電話番号","0","7","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","8","40","設置","0","8","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","9","40","整備","0","9","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","10","40","修理","0","10","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","11","40","廃棄","0","11","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","12","50","メーカー","0","12","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","13","50","保管先","0","13","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","14","40","運送","0","14","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","15","40","収運","0","15","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","16","40","処分","0","16","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","17","200","ＦＡＸ_番号","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","18","40","支払_明細書_送付_先_コード","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","19","50","部署_コード","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー02","20","200","部署_名称_略","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:15:32","fsol14","2009/09/25 09:39:46"
"業者コードビュー03","1","70","業者コード","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","2","270","業者名称","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","0","なし","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","3","80","郵便番号","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","4","270","住所１","0","4","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","5","270","住所２","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","6","270","住所３","0","6","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","7","130","電話番号","0","7","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","8","40","設置","0","8","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","9","40","整備","0","9","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","10","40","修理","0","10","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","11","40","廃棄","0","11","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
"業者コードビュー03","12","50","メーカー","0","12","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:17:18","fsol05","2010/02/02 19:28:24"
